"序號","統一編號","公司名稱","公司所在地","代表人","資本額","核准設立日期"
"99","24799194","德商信德康測試驗證有限公司","臺北市內湖區內湖路1段250號12樓","Wilfried  Klassmann","0","1040925"
"100","24799201","貝里斯商女人我最大國際美容有限公司","新竹縣湖口鄉德興路301巷2弄17號","陶氏華","0","1040925"
"101","24799223","薩摩亞商達茂實業股份有限公司","臺中市西區臺灣大道2段181號13樓","廖錦珠","0","1040925"
"102","24799259","法商策略方案有限公司","高雄市左營區辛亥路251號2樓之2","Romain  Clavaret","0","1040925"
"103","24909615","脈脈股份有限公司","臺南市東區崇德里崇德四街七巷21號1樓","劉致昕","1060000","1040901"
"104","24909621","麥克瑪尼國際貿易有限公司","臺南市永康區八德街88巷38號","楊士賢","50000","1040901"
"105","24909636","友豐實業有限公司","臺南市歸仁區六甲里六甲三街128號1樓","陳克任","1000000","1040901"
"106","24909642","宝記食坊有限公司","臺南市東區南聖里裕誠街312號","王瓊斐","1000000","1040901"
"107","24909663","豪威爾國際有限公司","臺南市永康區復國里復國二路10巷14號1樓","王豪浥","300000","1040901"
"108","24909679","謙和室內裝修有限公司","臺南市永康區崑山里大灣路942巷71弄1號","洪雅芬","3000000","1040901"
"109","24909684","偕好企業有限公司","臺南市將軍區仁和里仁巷17之5號1樓","陳俊孝","300000","1040901"
"110","24909690","奕大小客車租賃有限公司","臺南市仁德區二行里二仁路一段361號1樓","劉栢良","5000000","1040902"
"111","24909707","好丰采建設有限公司","臺南市新市區新和里中正路109號","殷孝可","500000","1040902"
"112","24909713","敬升廣告代銷有限公司","臺南市北區大豐里文賢路363號6樓之5","戴常敬","1000000","1040902"
"113","24909729","金正豐有限公司","臺南市東區崇善里崇善十一街42號1樓","簡宏儒","3000000","1040903"
"114","24909734","泰韋有限公司","臺南市永康區尚頂里尚頂路59巷10號1樓","陳秀娥","1500000","1040903"
"115","24909740","海騰製錶有限公司","臺南市永康區復國里復國二路108巷9號1樓","葉宗翰","1000000","1040903"
"116","24909755","大台北資訊有限公司","臺南市安平區建平里建平八街72號2樓之6","胡偉堅","2500000","1040903"
"117","24909761","之盈有限公司","臺南市永康區安康里大橋一街47之6號2樓之6","郭紅舟","880000","1040903"
"118","24909777","硬地搖滾有限公司","臺南市安平區華平里國平路562號1樓","陳志榮","800000","1040903"
"119","24909782","艾采國際有限公司","臺南市東區裕聖里裕華三街89號1樓","張嘉芬","1000000","1040903"
"120","24909798","祐豊建設股份有限公司","臺南市善化區小新里善新西路662巷31號1樓","胡永吉","15000000","1040903"
"121","24909805","富一實業有限公司","臺南市安平區健康一街16巷25號1樓","張秀華","500000","1040903"
"122","24909811","華騰數位科技有限公司","臺南市新市區大營里大營116號1樓","楊靜心","250000","1040903"
"123","24909827","譜傳國際實業有限公司","臺南市麻豆區油車里油車3之2號1樓","柯穗美","800000","1040903"
"124","24909832","尚明實業有限公司","臺南市中西區協和里臨安路一段212巷67號","莊謹維","2000000","1040904"
"125","24909848","誠謙建設有限公司","臺南市永康區鹽行里永安路105巷9號6樓","宋學謙","500000","1040904"
"126","24909853","力平有限公司","臺南市永康區東橋里中正路279巷21弄65號2樓","吳榮杰","1000000","1040904"
"127","24909869","松樹電商有限公司","臺南市中西區民主里府前路二段189號3樓","林伯翰","1000000","1040904"
"128","24909875","浩瀚物業管理顧問有限公司","臺南市永康區五王里中華路472號2樓之2","黃俊利","1000000","1040907"
"129","24909880","白美人時尚有限公司","臺南市北區成德里和緯路二段135號1樓","劉祐顯","1000000","1040904"
"130","24909896","台灣食材股份有限公司","臺南市北門區雙春里雙春1之10號","李政峯","6500000","1040904"
"131","24909903","佑浤國際有限公司","臺南市新市區永就里永華二街22號2樓","朱淙郁","2000000","1040904"
"132","24909919","依瑪客國際貿易有限公司","臺南市永康區東橋里東橋十街25號1樓","鄭琮熹","1000000","1040907"
"133","24909925","維派整合行銷有限公司","臺南市安平區平通里國平路599-1號2樓","柯芳諭","1000000","1040907"
"134","24909930","大數影音電器有限公司","臺南市六甲區甲南里珊瑚路38號1樓","江承晏","1000000","1040904"
"135","24909946","旭明肉品有限公司","臺南市鹽水區武廟里三福路30號1樓","陳蔡阿來","500000","1040904"
"136","24909951","隆泉新技有限公司","臺南市西港區西港里中山路156號1樓","陳盈池","8000000","1040904"
"137","24909967","伍一國際餐飲事業有限公司","臺南市安南區北安路三段51號","王威翔","1000000","1040907"
"138","24909973","法藍心股份有限公司","臺南市東區裕敬五街170號1樓","江富玫","5000000","1040907"
"139","24909988","元展輸送機械有限公司","臺南市安平區億載里平豐路391巷22弄62號1樓","莊宗達","3000000","1040908"
"140","24909994","承輝汽缸有限公司","臺南市關廟區深坑里深坑二街32巷10號1樓","林金輝","2000000","1040907"
"141","24910009","伊格生技實業有限公司","臺南市北區興南里公園北路156號4樓之15","謝宜璋","100000","1040907"
"142","24910015","誠昱不動產仲介有限公司","臺南市北區東興里東興路二段51號1樓","周巧蕙","200000","1040908"
"143","24910021","禾僑建設有限公司","臺南市永康區六合里中華路425號9樓之6","林明德","2000000","1040907"
"144","24910036","亞而家有限公司","臺南市東區東門路一段354號5樓之1","陳聖超","10000000","1040907"
"145","24910042","樺陞實業有限公司","臺南市東區大智里文東街2巷19號","張明旭","1000000","1040907"
"146","24910057","佳鴻餐飲屋有限公司","臺南市中西區福安里永福路二段35巷11號1樓","謝家鴻","1000000","1040907"
"147","24910063","裕鍠企業有限公司","臺南市仁德區太子里大吉路87號1樓","黃裕信","2000000","1040907"
"148","24910079","恆運興業有限公司","臺南市仁德區上崙里德崙路162號1樓","歐嘉明","1000000","1040908"
"149","24910084","光子弦生技有限公司","臺南市南區廣州里褔吉路67號1樓","李政憲","100000","1040908"
"150","24910090","健真國際有限公司","臺南市永康區中華里中華路12號15樓之2","嶋田俊","500000","1040907"
"151","24910107","阡福實業有限公司","臺南市學甲區新榮里東寮8之36號1樓","吳秀珍","6000000","1040907"
"152","24910113","旭崴營造有限公司","臺南市東區自強里中華東路2段185巷18號1樓","陳江山","8000000","1040908"
"153","24910129","富哥食品有限公司","臺南市永康區中山南路692號","劉清富","1300000","1040908"
"154","24910134","任發土地開發有限公司","臺南市歸仁區後市里中山路二段237號1樓","楊文","1500000","1040908"
"155","24910140","麗穎科技工程有限公司","臺南市新營區民權里民治路41號11樓","姜弘柏","2000000","1040907"
"156","24910155","大億建設開發有限公司","臺南市永康區南灣里南興路3巷9號","洪畯瓏","5000000","1040908"
"157","24910161","美羽有限公司","臺南市東區崇明里中華東路3段399巷16弄27號1樓","陳芷渝","1000000","1040909"
"158","24910177","義式小舖股份有限公司","臺南市東區關聖里裕和三街27號1樓","黃啓霖","1000000","1040908"
"159","24910182","埕憲建築有限公司","臺南市東區崇信街53號1樓","林憲忠","250000","1040908"
"160","24910198","安弘昌有限公司","臺南市七股區永吉里永吉39之3號1樓","尤安棋","3000000","1040908"
"161","24910205","華國工程有限公司","臺南市東區仁和里仁和路139巷51弄19-4號1樓","林華生","300000","1040909"
"162","24910211","豐凱工程有限公司","臺南市歸仁區新厝里中正三街11號1樓","郭文和","1000000","1040909"
"163","24910227","群盛工程有限公司","臺南市南區南華里中華南路二段302巷5弄10號1樓","鄭宇凱","80000","1040909"
"164","24910232","久宸國際管理顧問有限公司","臺南市永康區鹽洲里鹽洲二街160巷１號十樓之5","歐國良","5000000","1040909"
"165","24910248","凱鉅霖機械有限公司","臺南市安南區安吉路一段290巷38弄39號2樓","鄭從美","1000000","1040909"
"166","24910253","兆元建設有限公司","臺南市安南區長安里公學路二段9巷2弄48號1樓","余幸娟","4000000","1040910"
"167","24910269","寬圻有限公司","臺南市北區北門路二段576巷19號10樓之3","張夏菲","100000","1040910"
"168","24910275","璽方景觀設計有限公司","臺南市安平區建平里永華三街333號9樓之2","鄭曉萍","200000","1040910"
"169","24910280","祐菖國際有限公司","臺南市歸仁區成功三街503號","吳永貴","2000000","1040910"
"170","24910296","今建智企業有限公司","臺南市永康區崑山里永華路32巷29號1樓","莊介一","3000000","1040910"
"171","24910303","光圈整合行銷有限公司","臺南市北區北園街8巷26號8樓之3","方斌","2000000","1040910"
"172","24910319","建朋實業有限公司","臺南市善化區光文里仁愛路35號1樓","嚴世宏","930000","1040910"
"173","24910325","芮豪貿易有限公司","臺南市安定區海寮里海寮143號之6","蘇旭堂","2000000","1040924"
"174","24910330","伍盈企業有限公司","臺南市北區大豐里大興街233巷56號13樓之3","洪鳳英","15000000","1040911"
"175","24910346","欣雷鍀企業有限公司","臺南市安定區安加里安定290-1號1樓","簡羽暄","1000000","1040910"
"176","24910351","新永展室內裝修工程有限公司","臺南市新化區北勢里中正路1183號1樓","林俊男","2000000","1040910"
"177","24910367","旭品通訊有限公司","臺南市佳里區建南里光復路190號1樓","吳昭慧","100000","1040911"
"178","24910373","谷鑫精密刀具有限公司","臺南市永康區埔園里中正路114號1樓","邱峻鑫","1000000","1040911"
"179","24910388","米瑞可聯合採購有限公司","臺南市安南區十二佃路216巷26弄5號1樓","劉佳勳","200000","1040911"
"180","24910394","信賴專業國際有限公司","臺南市東區龍山里長榮路一段256號12樓之1","甘若梅","500000","1040914"
"181","24910401","通勤企業有限公司","臺南市東區復興里裕學路157號1樓","陳朝木","1000000","1040911"
"182","24910417","城改有限公司","臺南市安南區府安路三段311巷19號1樓","李順防","10000000","1040914"
"183","24910423","百美精密工業有限公司","臺南市安南區新順里永安路25號1樓","李秋香","3000000","1040914"
"184","24910438","建聿企業有限公司","臺南市永康區鹽行里中正南路324之11號","潘建州","1000000","1040914"
"185","24910459","台灣格信有限公司","臺南市新營區延平里長春街88-9號2樓","張亮岑","1000000","1040914"
"186","24910465","明一機械有限公司","臺南市永康區新樹里富強路二段398巷193-17號1樓","洪良一","2000000","1040914"
"187","24910471","皆贏創新有限公司","臺南市歸仁區新厝里中正南路1段453巷66弄18號1樓","方素華","500000","1040915"
"188","24910486","泰成股份有限公司","臺南市安平區育平里育平路212號15樓之2","呂孟蓉","1000000","1040915"
"189","24910492","元郡實業有限公司","臺南市東區裕信路431號","李林玟伶","11200000","1040914"
"190","24910508","常琭企業有限公司","臺南市歸仁區南保里文化街三段105巷13號1樓","陳騏勝","6000000","1040914"
"191","24910520","衡一實業有限公司","臺南市歸仁區新厝里大成路156號2樓","陳天明","1000000","1040915"
"192","24910535","威盛室內裝潢工程有限公司","臺南市安南區安富里郡安路五段184巷52弄34號1樓","李文樑","500000","1040915"
"193","24910541","軒宸企業有限公司","臺南市北區文賢一路130號2樓","黃若軒","100000","1040915"
"194","24910556","金廣晉有限公司","臺南市下營區後街里中正北路308號1樓","陳明萍","1000000","1040914"
"195","24910562","無味熊生活科技有限公司","臺南市西港區新復里溪埔寮1之46號","李政學","500000","1040914"
"196","24910578","健旭國際有限公司","臺南市北區和緯路三段306號1樓","吳青青","2000000","1040915"
"197","24910583","益昕設計開發有限公司","臺南市歸仁區看東里成功六街116巷47號1樓","劉專玄","1000000","1040915"
"198","24910599","好胖窯柴燒手作有限公司","臺南市關廟區北勢里成功路302巷9號1樓","陳品元","50000","1040914"
"199","24910606","谷森有限公司","臺南市南區開南里中華西路一段28巷2號3樓","林永隆","2000000","1040915"
"200","24910612","群億汽車有限公司","臺南市安定區海寮里海寮7-53號1樓","李政裕","500000","1040915"
"201","24910628","佳宏技研有限公司","臺南市新市區三舍里三舍213號1樓","林佳宏","3000000","1040915"
"202","24910633","臻豪水產有限公司","臺南市安南區鹽田里本田路二段153號","黃柏豪","8000000","1040915"
"203","24910649","伯弘有限公司","臺南市中西區開山里大同路1段46巷54-1號1樓","洪輔修","5000000","1040916"
"204","24910654","金鉉工程有限公司","臺南市新營區新東里東智街79號1樓","楊清居","1000000","1040915"
"205","24910660","潤和國際貿易有限公司","臺南市中西區普濟里國華街三段213號1樓","林惜欽","300000","1040916"
"206","24910676","璟祥寵物用品有限公司","臺南市永康區南灣里大灣路610號2樓","郭綉瑜","100000","1040916"
"207","24910681","台灣安姿有限公司","臺南市安平區府前三街129號7樓之2","何眞國","500000","1040916"
"208","24910697","魅得有限公司","臺南市學甲區法源路9號","呂巧羽","500000","1040916"
"209","24910704","寶賀餐飲有限公司","臺南市安平區建平里永華路二段240號","鄭家偉","1000000","1040916"
"210","24910710","勇達實業有限公司","臺南市永康區三民里和平東路3號","顏秀芳","1000000","1040917"
"211","24910726","永嵐有限公司","臺南市南區明興里德興路14號","馬永發","200000","1040917"
"212","24910731","大長今餐飲有限公司","臺南市東區林森路二段105號1樓","金成權","500000","1040917"
"213","24910747","薈嵐有限公司","臺南市南區國宅里新孝路27號1樓","馬薈阜","200000","1040917"
"214","24910752","伊美生技有限公司","臺南市南區大林里國民路567巷3弄3號1樓","陳建宏","1000000","1040917"
"215","24910768","齊駿系統廚藝有限公司","臺南市永康區中山南路159、161號","鄭全佑","3300000","1040917"
"216","24910774","宏馳興業有限公司","臺南市永康區南灣里大灣路524號","許柏羿","58000000","1040917"
"217","24910789","佳欽皮革有限公司","臺南市永康區龍中街30巷36號","陳烱秀","1500000","1040917"
"218","24910795","東鐸工業有限公司","臺南市安南區布袋里工明南一段100號1樓","吳瑞榮","6000000","1040918"
"219","24910802","聚科有限公司","臺南市永康區六合里中華路327號7樓之6","陳慶文","500000","1040918"
"220","24910818","嶺鈞有限公司","臺南市東區崇德里崇明路401號3樓","王美文","200000","1040918"
"221","24910824","義鋮科技有限公司","臺南市中西區協和里中和街192號1樓","陳素雲","250000","1040918"
"222","24910839","極動光學有限公司","臺南市歸仁區南興里南興街223號1樓","陳智豪","1000000","1040918"
"223","24910845","長嘉貿易有限公司","臺南市永康區南興路2巷9號1樓","韋逸蕙","200000","1040918"
"224","24910850","康芝寶生物科技有限公司","臺南市永康區勝利里勝學路269巷5號2樓","陳順慶","100000","1040918"
"225","24910866","玉富開發建設有限公司","臺南市東區崇學路259之1號1樓","鄭陳淑嬅","2000000","1040915"
"226","24910872","安格里諾有限公司","臺南市北區成德里立賢路1段135號1樓","潘敏祥","5000000","1040917"
"227","24910887","美樂斯石材有限公司","臺南市佳里區建南里仁愛路311號","黃勝寶","1000000","1040918"
"228","24910893","育銀工程有限公司","臺南市永康區中華路425號5樓之2","郭碧惠","250000","1040921"
"229","24910900","睿虹生物科技有限公司","臺南市永康區正強里正強街303巷10號1樓","陳姵霖","1000000","1040921"
"230","24910916","宏祥自動化機械有限公司","臺南市南區大恩里大同路二段640巷63號1樓","吳仁傑","3200000","1040918"
"231","24910922","樂乘開發股份有限公司","臺南市安平區文平里建平五街32號1樓","陳玉興","70000000","1040921"
"232","24910937","兆安國際開發股份有限公司","臺南市東區崇信街132號4樓之1","黃冠華","900000","1040918"
"233","24910943","鑫航通國際貿易有限公司","臺南市永康區北灣里大灣七街78號1樓","洪銘聰","1000000","1040921"
"234","24910958","路得鞋業有限公司","臺南市安南區理想里同安路80巷21號2樓","黃勝隆","5000000","1040921"
"235","24910964","多貫企業有限公司","臺南市安平區怡平里文平路461巷21弄34號1樓","王建彬","1000000","1040922"
"236","24910970","太子地產股份有限公司","臺南市東區中華東路一段398號8樓","鄭高輝","112480000","1040924"
"237","24910985","強鑫科技有限公司","臺南市安平區育平里建平七街848號1樓","嚴榮學","3000000","1040922"
"238","24910991","微循環生物科技有限公司","臺南市東區崇成里崇明二十四街63號1樓","陳炳龍","500000","1040922"
"239","24911008","吉祥保全股份有限公司","臺南市北區大豐里和緯路四段95巷23號1樓","王美芳","40000000","1040922"
"240","24911014","日盛企業有限公司","臺南市北區華興里南園街106巷10-1號","蔡承軒","200000","1040922"
"241","24911020","詮祥醫療器材有限公司","臺南市永康區西勢里富強路一段39號1樓","吳秉翰","3000000","1040922"
"242","24911035","勇瑞豐科技有限公司","臺南市東區崇成里崇明十八街1號4樓","陳俊鄴","1000000","1040922"
"243","24911041","大喆科技有限公司","臺南市安平區建平十二街386巷13號","薛清海","1000000","1040922"
"244","24911056","新金屋裝苑有限公司","臺南市新化區太平里14鄰民權街115號1樓","楊惠智","310000","1040922"
"245","24911062","安心家企業有限公司","臺南市永康區中華路376號","蔡銀華","500000","1040923"
"246","24911078","欽榮投資有限公司","臺南市永康區中華路12號14樓之4","張翠珍","6000000","1040923"
"247","24911083","顧德創新管理顧問有限公司","臺南市歸仁區許厝里中山路一段434巷23號3樓","王秋月","100000","1040922"
"248","24911099","動象工程有限公司","臺南市南區鯤鯓里鯤鯓路208巷1號","黃玉惠","2300000","1040923"
"249","24911106","昇展工業有限公司","臺南市歸仁區七甲里南潭二街115號1樓","何中傑","1000000","1040923"
"250","24911112","駿發塑膠有限公司","臺南市安南區總頭里長溪路二段598巷16號","王宸駿","2500000","1040923"
