Content,AreaName,PSI,MajorPollutant,FPMI,ForecastDate,PublishTime
1.4日全臺各地及外島地區PSI為良好至普通等級。指標污染物為懸浮微粒。2.4日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.5日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。6日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5為低至中等級。,雲嘉南,80 - 100,懸浮微粒,3 - 5,2015-12-05,2015-12-04 12:00
1.4日全臺各地及外島地區PSI為良好至普通等級。指標污染物為懸浮微粒。2.4日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.5日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。6日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5為低至中等級。,中部,65 - 85,懸浮微粒,3 - 5,2015-12-05,2015-12-04 12:00
1.4日全臺各地及外島地區PSI為良好至普通等級。指標污染物為懸浮微粒。2.4日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.5日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。6日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5為低至中等級。,竹苗,35 - 55,懸浮微粒,1 - 3,2015-12-05,2015-12-04 12:00
1.4日全臺各地及外島地區PSI為良好至普通等級。指標污染物為懸浮微粒。2.4日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.5日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。6日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5為低至中等級。,北部,35 - 55,懸浮微粒,1 - 3,2015-12-05,2015-12-04 12:00
1.4日全臺各地及外島地區PSI為良好至普通等級。指標污染物為懸浮微粒。2.4日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.5日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。6日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5為低至中等級。,澎湖,35 - 55,懸浮微粒,1 - 3,2015-12-04,2015-12-04 12:00
1.4日全臺各地及外島地區PSI為良好至普通等級。指標污染物為懸浮微粒。2.4日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.5日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。6日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5為低至中等級。,金門,40 - 65,懸浮微粒,2 - 4,2015-12-04,2015-12-04 12:00
1.4日全臺各地及外島地區PSI為良好至普通等級。指標污染物為懸浮微粒。2.4日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.5日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。6日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5為低至中等級。,馬祖,35 - 55,懸浮微粒,1 - 3,2015-12-04,2015-12-04 12:00
1.4日全臺各地及外島地區PSI為良好至普通等級。指標污染物為懸浮微粒。2.4日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.5日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。6日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5為低至中等級。,花東,25 - 45,,1 - 3,2015-12-04,2015-12-04 12:00
1.4日全臺各地及外島地區PSI為良好至普通等級。指標污染物為懸浮微粒。2.4日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.5日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。6日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5為低至中等級。,宜蘭,30 - 50,,1 - 3,2015-12-04,2015-12-04 12:00
1.4日全臺各地及外島地區PSI為良好至普通等級。指標污染物為懸浮微粒。2.4日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.5日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。6日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5為低至中等級。,高屏,70 - 90,懸浮微粒,4 - 8,2015-12-04,2015-12-04 12:00
1.4日全臺各地及外島地區PSI為良好至普通等級。指標污染物為懸浮微粒。2.4日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.5日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。6日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5為低至中等級。,雲嘉南,80 - 100,懸浮微粒,3 - 6,2015-12-04,2015-12-04 12:00
1.4日全臺各地及外島地區PSI為良好至普通等級。指標污染物為懸浮微粒。2.4日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.5日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。6日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5為低至中等級。,中部,60 - 80,懸浮微粒,3 - 6,2015-12-04,2015-12-04 12:00
1.4日全臺各地及外島地區PSI為良好至普通等級。指標污染物為懸浮微粒。2.4日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.5日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。6日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5為低至中等級。,竹苗,35 - 55,懸浮微粒,1 - 3,2015-12-04,2015-12-04 12:00
1.4日全臺各地及外島地區PSI為良好至普通等級。指標污染物為懸浮微粒。2.4日高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。3.5日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；高屏地區PM2.5指標為中至高等級，其他地區及外島PM2.5指標為低至中等級。6日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5為低至中等級。,北部,40 - 60,懸浮微粒,2 - 3,2015-12-04,2015-12-04 12:00
